car_name,model_year,present_price,km_driven,seller_type,fuel_type,transmission_type,ownsership,selling_price
,,2250000,,,,,,
,,500000,,,,,,
,,560000,,,,,,
,,1650000,,,,,,
,,1350000,,,,,,
,,2650000,,,,,,
,,3680000,,,,,,
,,2690000,,,,,,
,,775000,,,,,,
,,2800000,,,,,,
,,725000,,,,,,
,,2500000,,,,,,
,,700000,,,,,,
,,510000,,,,,,
,,10500000,,,,,,
,,1150000,,,,,,
,,1850000,,,,,,
,,940000,,,,,,
,,6000000,,,,,,
,,2200000,,,,,,
,,1025000,,,,,,
,,4100000,,,,,,
,,960000,,,,,,
,,1650000,,,,,,
,,675000,,,,,,
,,1675000,,,,,,
,,248000,,,,,,
,,655000,,,,,,
,,2600000,,,,,,
,,1940000,,,,,,
,,595000,,,,,,
,,600000,,,,,,
,,525000,,,,,,
,,1230000,,,,,,
,,2520000,,,,,,
,,475000,,,,,,
,,1420000,,,,,,
,,250000,,,,,,
,,670000,,,,,,
,,2050000,,,,,,
,,900000,,,,,,
,,3930000,,,,,,
,,870000,,,,,,
,,1950000,,,,,,
,,400000,,,,,,
,,725000,,,,,,
,,410000,,,,,,
,,2750000,,,,,,
,,1600000,,,,,,
,,1600000,,,,,,
,,1700000,,,,,,
,,1100000,,,,,,
,,445000,,,,,,
,,2675000,,,,,,
,,1850000,,,,,,
,,1650000,,,,,,
,,650000,,,,,,
,,525000,,,,,,
,,1430000,,,,,,
,,1500000,,,,,,
,,900000,,,,,,
,,3850000,,,,,,
,,540000,,,,,,
,,2300000,,,,,,
,,2300000,,,,,,
,,400000,,,,,,
,,1050000,,,,,,
,,820000,,,,,,
,,1550000,,,,,,
,,250000,,,,,,
,,3000000,,,,,,
,,750000,,,,,,
,,410000,,,,,,
,,950000,,,,,,
,,2250000,,,,,,
,,2740000,,,,,,
,,1350000,,,,,,
,,2030000,,,,,,
,,625000,,,,,,
,,2320000,,,,,,
,,680000,,,,,,
,,1350000,,,,,,
,,2600000,,,,,,
,,1590000,,,,,,
,,2360000,,,,,,
,,1150000,,,,,,
,,510000,,,,,,
,,3550000,,,,,,
,,1550000,,,,,,
,,305000,,,,,,
,,1025000,,,,,,
,,1700000,,,,,,
,,1170000,,,,,,
,,445000,,,,,,
,,690000,,,,,,
,,2325000,,,,,,
,,2350000,,,,,,
,,4850000,,,,,,
,,1600000,,,,,,
,,2350000,,,,,,
,,780000,,,,,,
,,2550000,,,,,,
,,1290000,,,,,,
,,1325000,,,,,,
,,750000,,,,,,
,,500000,,,,,,
,,1990000,,,,,,
,,1270000,,,,,,
,,1050000,,,,,,
,,525000,,,,,,
,,2200000,,,,,,
,,2250000,,,,,,
,,2400000,,,,,,
,,530000,,,,,,
,,1000000,,,,,,
,,3395000,,,,,,
,,2250000,,,,,,
,,1350000,,,,,,
,,1700000,,,,,,
,,500000,,,,,,
,,1400000,,,,,,
,,1600000,,,,,,
,,2350000,,,,,,
,,2200000,,,,,,
,,1530000,,,,,,
,,535000,,,,,,
,,1575000,,,,,,
,,2700000,,,,,,
,,900000,,,,,,
,,1785000,,,,,,
,,1775000,,,,,,
,,930000,,,,,,
,,1525000,,,,,,
,,760000,,,,,,
,,1290000,,,,,,
,,700000,,,,,,
,,3100000,,,,,,
,,630000,,,,,,
,,1950000,,,,,,
,,2800000,,,,,,
,,6100000,,,,,,
,,1800000,,,,,,
,,825000,,,,,,
,,520000,,,,,,
,,1650000,,,,,,
,,800000,,,,,,
,,850000,,,,,,
,,1375000,,,,,,
,,1250000,,,,,,
,,2150000,,,,,,
,,2500000,,,,,,
,,685000,,,,,,
,,900000,,,,,,
,,500000,,,,,,
,,2400000,,,,,,
,,10000000,,,,,,
,,485000,,,,,,
,,380000,,,,,,
,,2400000,,,,,,
,,2350000,,,,,,
,,475000,,,,,,
,,700000,,,,,,
,,480000,,,,,,
,,1990000,,,,,,
,,2080000,,,,,,
,,950000,,,,,,
,,1550000,,,,,,
,,550000,,,,,,
,,1275000,,,,,,
,,432000,,,,,,
,,1100000,,,,,,
,,660000,,,,,,
,,550000,,,,,,
,,875000,,,,,,
,,450000,,,,,,
,,925000,,,,,,
,,415000,,,,,,
,,2720000,,,,,,
,,1500000,,,,,,
,,1675000,,,,,,
,,3900000,,,,,,
,,2100000,,,,,,
,,1050000,,,,,,
,,1030000,,,,,,
,,1135000,,,,,,
,,1270000,,,,,,
,,1050000,,,,,,
,,590000,,,,,,
,,725000,,,,,,
,,2450000,,,,,,
,,1095000,,,,,,
,,2650000,,,,,,
,,800000,,,,,,
,,580000,,,,,,
,,2750000,,,,,,
,,1235000,,,,,,
,,1490000,,,,,,
,,700000,,,,,,
,,13500000,,,,,,
,,755000,,,,,,
,,3400000,,,,,,
,,715000,,,,,,
,,2700000,,,,,,
,,600000,,,,,,
,,500000,,,,,,
,,1250000,,,,,,
,,3800000,,,,,,
,,2350000,,,,,,
,,715000,,,,,,
,,1100000,,,,,,
,,3350000,,,,,,
,,1715000,,,,,,
,,1300000,,,,,,
,,950000,,,,,,
,,3265000,,,,,,
,,3175000,,,,,,
,,1450000,,,,,,
,,1905000,,,,,,
,,1100000,,,,,,
,,790000,,,,,,
,,3500000,,,,,,
,,1050000,,,,,,
,,1650000,,,,,,
,,1420000,,,,,,
,,920000,,,,,,
,,1525000,,,,,,
,,700000,,,,,,
,,1950000,,,,,,
,,2650000,,,,,,
,,650000,,,,,,
,,900000,,,,,,
,,2850000,,,,,,
,,440000,,,,,,
,,1350000,,,,,,
,,1650000,,,,,,
,,915000,,,,,,
,,1650000,,,,,,
,,1010000,,,,,,
,,765000,,,,,,
,,1875000,,,,,,
,,1100000,,,,,,
,,2250000,,,,,,
,,925000,,,,,,
,,3300000,,,,,,
,,730000,,,,,,
,,1450000,,,,,,
,,2425000,,,,,,
,,3500000,,,,,,
,,450000,,,,,,
,,1300000,,,,,,
,,2500000,,,,,,
,,460000,,,,,,
,,3000000,,,,,,
,,1775000,,,,,,
,,1800000,,,,,,
,,1950000,,,,,,
,,1650000,,,,,,
,,2650000,,,,,,
,,2275000,,,,,,
,,8200000,,,,,,
,,650000,,,,,,
,,470000,,,,,,
,,725000,,,,,,
,,610000,,,,,,
,,3250000,,,,,,
,,925000,,,,,,
,,770000,,,,,,
,,1315000,,,,,,
,,1500000,,,,,,
,,2498000,,,,,,
,,650000,,,,,,
,,2550000,,,,,,
,,1700000,,,,,,
,,350000,,,,,,
,,595000,,,,,,
,,2450000,,,,,,
,,620000,,,,,,
,,580000,,,,,,
,,2225000,,,,,,
,,2675000,,,,,,
,,2000000,,,,,,
,,2100000,,,,,,
,,2400000,,,,,,
,,3000000,,,,,,
,,1130000,,,,,,
,,2240000,,,,,,
,,5000000,,,,,,
,,570000,,,,,,
,,800000,,,,,,
,,500000,,,,,,
,,472000,,,,,,
,,2300000,,,,,,
,,1100000,,,,,,
,,1950000,,,,,,
,,1575000,,,,,,
,,1250000,,,,,,
,,2950000,,,,,,
,,550000,,,,,,
,,2200000,,,,,,
,,2000000,,,,,,
,,1120000,,,,,,
,,1350000,,,,,,
,,2550000,,,,,,
,,1450000,,,,,,
,,750000,,,,,,
,,880000,,,,,,
,,520000,,,,,,
,,350000,,,,,,
,,670000,,,,,,
,,1150000,,,,,,
,,1450000,,,,,,
,,500000,,,,,,
,,2525000,,,,,,
,,550000,,,,,,
,,2350000,,,,,,
,,1100000,,,,,,
,,775000,,,,,,
,,6600000,,,,,,
,,2400000,,,,,,
,,375000,,,,,,
,,650000,,,,,,
,,1900000,,,,,,
,,685000,,,,,,
,,925000,,,,,,
,,1650000,,,,,,
,,4480000,,,,,,
,,615000,,,,,,
,,700000,,,,,,
,,1675000,,,,,,
,,790000,,,,,,
,,1270000,,,,,,
,,6500000,,,,,,
,,350000,,,,,,
,,2125000,,,,,,
,,3100000,,,,,,
,,1120000,,,,,,
,,1445000,,,,,,
,,1290000,,,,,,
,,1625000,,,,,,
,,550000,,,,,,
,,2600000,,,,,,
,,530000,,,,,,
,,470000,,,,,,
,,1850000,,,,,,
,,1065000,,,,,,
,,2325000,,,,,,
,,440000,,,,,,
,,590000,,,,,,
,,1550000,,,,,,
,,530000,,,,,,
,,4100000,,,,,,
,,830000,,,,,,
,,2345000,,,,,,
,,10800000,,,,,,
,,670000,,,,,,
,,700000,,,,,,
,,3500000,,,,,,
,,645000,,,,,,
,,1525000,,,,,,
,,1750000,,,,,,
,,3050000,,,,,,
,,830000,,,,,,
,,480000,,,,,,
,,850000,,,,,,
,,1750000,,,,,,
,,1390000,,,,,,
,,1900000,,,,,,
,,380000,,,,,,
,,1600000,,,,,,
,,920000,,,,,,
,,1150000,,,,,,
,,1270000,,,,,,
,,1450000,,,,,,
,,700000,,,,,,
,,650000,,,,,,
,,1650000,,,,,,
,,380000,,,,,,
,,450000,,,,,,
,,580000,,,,,,
,,2900000,,,,,,
,,660000,,,,,,
,,475000,,,,,,
,,515000,,,,,,
,,1180000,,,,,,
,,735000,,,,,,
,,1850000,,,,,,
,,2190000,,,,,,
,,1280000,,,,,,
,,675000,,,,,,
,,659000,,,,,,
,,1470000,,,,,,
,,2975000,,,,,,
,,800000,,,,,,
,,1200000,,,,,,
,,500000,,,,,,
,,2705000,,,,,,
,,1180000,,,,,,
,,720000,,,,,,
,,1560000,,,,,,
,,2100000,,,,,,
,,880000,,,,,,
,,1500000,,,,,,
,,720000,,,,,,
,,1620000,,,,,,
,,550000,,,,,,
,,760000,,,,,,
,,950000,,,,,,
,,950000,,,,,,
,,1650000,,,,,,
,,2650000,,,,,,
,,1365000,,,,,,
,,1650000,,,,,,
,,490000,,,,,,
,,795000,,,,,,
,,900000,,,,,,
,,1650000,,,,,,
,,1350000,,,,,,
,,525000,,,,,,
,,1560000,,,,,,
,,1200000,,,,,,
,,3200000,,,,,,
,,1000000,,,,,,
,,2475000,,,,,,
,,1950000,,,,,,
,,1675000,,,,,,
,,2400000,,,,,,
,,1200000,,,,,,
,,1470000,,,,,,
,,565000,,,,,,
,,2150000,,,,,,
,,1850000,,,,,,
,,330000,,,,,,
,,575000,,,,,,
,,650000,,,,,,
,,895000,,,,,,
,,720000,,,,,,
,,280000,,,,,,
,,530000,,,,,,
,,1820000,,,,,,
,,615000,,,,,,
,,3575000,,,,,,
,,615000,,,,,,
,,2325000,,,,,,
,,1265000,,,,,,
,,1630000,,,,,,
,,2075000,,,,,,
,,1680000,,,,,,
,,425000,,,,,,
,,825000,,,,,,
,,8200000,,,,,,
,,1780000,,,,,,
,,1115000,,,,,,
,,420000,,,,,,
,,650000,,,,,,
,,1520000,,,,,,
,,1070000,,,,,,
,,3575000,,,,,,
,,2420000,,,,,,
,,3350000,,,,,,
,,7700000,,,,,,
,,2300000,,,,,,
,,3900000,,,,,,
,,470000,,,,,,
,,650000,,,,,,
,,575000,,,,,,
,,3450000,,,,,,
,,1240000,,,,,,
,,900000,,,,,,
,,2000000,,,,,,
,,4100000,,,,,,
,,1600000,,,,,,
,,1520000,,,,,,
,,6200000,,,,,,
,,3500000,,,,,,
,,3250000,,,,,,
,,1625000,,,,,,
,,2615000,,,,,,
,,720000,,,,,,
,,1600000,,,,,,
,,1100000,,,,,,
,,2500000,,,,,,
,,1000000,,,,,,
,,1120000,,,,,,
,,1400000,,,,,,
,,1980000,,,,,,
,,850000,,,,,,
,,4600000,,,,,,
,,2950000,,,,,,
,,1400000,,,,,,
,,495000,,,,,,
,,1750000,,,,,,
,,1050000,,,,,,
,,850000,,,,,,
,,960000,,,,,,
,,645000,,,,,,
,,2400000,,,,,,
,,950000,,,,,,
,,1550000,,,,,,
,,1150000,,,,,,
,,1980000,,,,,,
,,435000,,,,,,
,,1610000,,,,,,
,,750000,,,,,,
,,2950000,,,,,,
,,1475000,,,,,,
,,2280000,,,,,,
,,2750000,,,,,,
,,380000,,,,,,
,,560000,,,,,,
,,888000,,,,,,
,,3180000,,,,,,
,,3270000,,,,,,
,,4400000,,,,,,
,,1100000,,,,,,
,,625000,,,,,,
,,980000,,,,,,
,,1150000,,,,,,
,,1140000,,,,,,
,,2450000,,,,,,
,,420000,,,,,,
,,580000,,,,,,
,,850000,,,,,,
,,2500000,,,,,,
,,5000000,,,,,,
,,550000,,,,,,
,,910000,,,,,,
,,4375000,,,,,,
,,1240000,,,,,,
,,2600000,,,,,,
,,8500000,,,,,,
,,710000,,,,,,
,,2300000,,,,,,
,,1600000,,,,,,
,,1095000,,,,,,
,,480000,,,,,,
,,150000,,,,,,
,,670000,,,,,,
,,1400000,,,,,,
,,2100000,,,,,,
,,670000,,,,,,
,,1980000,,,,,,
,,580000,,,,,,
,,650000,,,,,,
,,850000,,,,,,
,,990000,,,,,,
,,9800000,,,,,,
,,1950000,,,,,,
,,2600000,,,,,,
,,5150000,,,,,,
,,2600000,,,,,,
,,1900000,,,,,,
,,2850000,,,,,,
,,820000,,,,,,
,,2600000,,,,,,
,,1250000,,,,,,
,,565000,,,,,,
,,2900000,,,,,,
,,1600000,,,,,,
,,1650000,,,,,,
,,600000,,,,,,
,,1880000,,,,,,
,,970000,,,,,,
,,700000,,,,,,
,,2575000,,,,,,
,,2150000,,,,,,
,,1275000,,,,,,
,,1200000,,,,,,
,,1660000,,,,,,
,,4500000,,,,,,
,,3000000,,,,,,
,,2160000,,,,,,
,,2275000,,,,,,
,,760000,,,,,,
,,875000,,,,,,
,,2290000,,,,,,
,,2010000,,,,,,
,,1200000,,,,,,
,,575000,,,,,,
,,790000,,,,,,
,,1245000,,,,,,
,,1035000,,,,,,
,,3075000,,,,,,
,,2000000,,,,,,
,,1100000,,,,,,
,,2350000,,,,,,
,,1450000,,,,,,
,,2500000,,,,,,
,,2190000,,,,,,
,,2700000,,,,,,
,,870000,,,,,,
,,1210000,,,,,,
,,980000,,,,,,
,,470000,,,,,,
,,3200000,,,,,,
,,2650000,,,,,,
,,1685000,,,,,,
,,2150000,,,,,,
,,650000,,,,,,
,,920000,,,,,,
,,2725000,,,,,,
,,1075000,,,,,,
,,1620000,,,,,,
,,370000,,,,,,
,,1150000,,,,,,
,,6000000,,,,,,
,,665000,,,,,,
,,1800000,,,,,,
,,490000,,,,,,
,,575000,,,,,,
,,1075000,,,,,,
,,1700000,,,,,,
,,370000,,,,,,
,,775000,,,,,,
,,1160000,,,,,,
,,1760000,,,,,,
,,550000,,,,,,
,,300000,,,,,,
,,3100000,,,,,,
,,1075000,,,,,,
,,700000,,,,,,
,,730000,,,,,,
,,680000,,,,,,
,,1527000,,,,,,
,,1290000,,,,,,
,,850000,,,,,,
,,2325000,,,,,,
,,2600000,,,,,,
,,2600000,,,,,,
,,1095000,,,,,,
,,2820000,,,,,,
,,1350000,,,,,,
,,1095000,,,,,,
,,1650000,,,,,,
,,1760000,,,,,,
,,2250000,,,,,,
,,900000,,,,,,
,,1550000,,,,,,
,,1500000,,,,,,
,,2430000,,,,,,
,,1820000,,,,,,
,,550000,,,,,,
,,950000,,,,,,
,,825000,,,,,,
,,1100000,,,,,,
,,1625000,,,,,,
,,975000,,,,,,
,,1680000,,,,,,
,,1850000,,,,,,
,,920000,,,,,,
,,500000,,,,,,
,,1950000,,,,,,
,,730000,,,,,,
,,950000,,,,,,
,,2475000,,,,,,
,,1980000,,,,,,
,,2675000,,,,,,
,,1330000,,,,,,
,,350000,,,,,,
,,650000,,,,,,
,,870000,,,,,,
,,675000,,,,,,
,,950000,,,,,,
,,490000,,,,,,
,,3200000,,,,,,
,,850000,,,,,,
,,1625000,,,,,,
,,510000,,,,,,
,,2250000,,,,,,
,,1380000,,,,,,
,,800000,,,,,,
,,1450000,,,,,,
,,1170000,,,,,,
,,2135000,,,,,,
,,645000,,,,,,
,,18500000,,,,,,
,,450000,,,,,,
,,1275000,,,,,,
,,2750000,,,,,,
,,2500000,,,,,,
,,1360000,,,,,,
,,1190000,,,,,,
,,660000,,,,,,
,,550000,,,,,,
,,620000,,,,,,
,,380000,,,,,,
,,600000,,,,,,
,,2075000,,,,,,
,,1600000,,,,,,
,,2050000,,,,,,
,,2125000,,,,,,
,,2222000,,,,,,
,,610000,,,,,,
,,1390000,,,,,,
,,400000,,,,,,
,,2900000,,,,,,
,,2150000,,,,,,
,,1625000,,,,,,
,,650000,,,,,,
,,830000,,,,,,
,,1580000,,,,,,
,,630000,,,,,,
,,1875000,,,,,,
,,2090000,,,,,,
,,2475000,,,,,,
,,160000,,,,,,
,,875000,,,,,,
,,1600000,,,,,,
,,8500000,,,,,,
,,1500000,,,,,,
,,1470000,,,,,,
,,9500000,,,,,,
,,2525000,,,,,,
,,1030000,,,,,,
,,12200000,,,,,,
,,1250000,,,,,,
,,640000,,,,,,
,,600000,,,,,,
,,320000,,,,,,
,,2170000,,,,,,
,,1400000,,,,,,
,,625000,,,,,,
,,2450000,,,,,,
,,3150000,,,,,,
,,3450000,,,,,,
,,1875000,,,,,,
,,2095000,,,,,,
,,2550000,,,,,,
,,1325000,,,,,,
,,270000,,,,,,
,,1890000,,,,,,
,,1050000,,,,,,
,,875000,,,,,,
,,3150000,,,,,,
,,3450000,,,,,,
,,200000,,,,,,
,,985000,,,,,,
,,1400000,,,,,,
,,2350000,,,,,,
,,625000,,,,,,
,,3075000,,,,,,
,,890000,,,,,,
,,2150000,,,,,,
,,750000,,,,,,
,,1550000,,,,,,
,,1720000,,,,,,
,,1150000,,,,,,
,,2625000,,,,,,
,,2625000,,,,,,
,,980000,,,,,,
,,2350000,,,,,,
,,750000,,,,,,
,,2475000,,,,,,
,,675000,,,,,,
,,1500000,,,,,,
,,1800000,,,,,,
,,1750000,,,,,,
,,475000,,,,,,
,,4300000,,,,,,
,,500000,,,,,,
,,600000,,,,,,
,,4200000,,,,,,
,,2290000,,,,,,
,,1875000,,,,,,
,,1650000,,,,,,
,,1350000,,,,,,
,,1050000,,,,,,
,,755000,,,,,,
,,2100000,,,,,,
,,830000,,,,,,
,,875000,,,,,,
,,1890000,,,,,,
,,1490000,,,,,,
,,990000,,,,,,
,,1520000,,,,,,
,,1250000,,,,,,
,,3800000,,,,,,
,,2175000,,,,,,
,,480000,,,,,,
,,1345000,,,,,,
,,3850000,,,,,,
,,1950000,,,,,,
,,900000,,,,,,
,,1950000,,,,,,
,,3150000,,,,,,
,,1350000,,,,,,
,,3800000,,,,,,
,,2960000,,,,,,
,,710000,,,,,,
,,2700000,,,,,,
,,2150000,,,,,,
,,4000000,,,,,,
,,1450000,,,,,,
,,850000,,,,,,
,,975000,,,,,,
,,1230000,,,,,,
,,610000,,,,,,
,,2080000,,,,,,
,,1525000,,,,,,
,,1690000,,,,,,
,,1035000,,,,,,
,,1180000,,,,,,
,,1730000,,,,,,
,,1200000,,,,,,
,,615000,,,,,,
,,1100000,,,,,,
,,1790000,,,,,,
,,1060000,,,,,,
,,1400000,,,,,,
,,750000,,,,,,
,,1000000,,,,,,
,,1425000,,,,,,
,,875000,,,,,,
,,1800000,,,,,,
,,1090000,,,,,,
,,3000000,,,,,,
,,650000,,,,,,
,,2450000,,,,,,
,,395000,,,,,,
,,1100000,,,,,,
,,1050000,,,,,,
,,7200000,,,,,,
,,730000,,,,,,
,,3700000,,,,,,
,,3300000,,,,,,
,,690000,,,,,,
,,1400000,,,,,,
,,580000,,,,,,
,,980000,,,,,,
,,1500000,,,,,,
,,900000,,,,,,
,,1200000,,,,,,
,,850000,,,,,,
,,580000,,,,,,
,,2425000,,,,,,
,,1000000,,,,,,
,,1170000,,,,,,
,,1000000,,,,,,
,,635000,,,,,,
,,2800000,,,,,,
,,3275000,,,,,,
,,2400000,,,,,,
,,865000,,,,,,
,,800000,,,,,,
,,1650000,,,,,,
,,3950000,,,,,,
,,1350000,,,,,,
,,800000,,,,,,
,,600000,,,,,,
,,870000,,,,,,
,,725000,,,,,,
,,550000,,,,,,
,,3275000,,,,,,
,,1600000,,,,,,
,,1650000,,,,,,
,,1075000,,,,,,
,,1475000,,,,,,
,,3625000,,,,,,
,,4000000,,,,,,
,,400000,,,,,,
,,3850000,,,,,,
,,515000,,,,,,
,,2650000,,,,,,
,,3080000,,,,,,
,,560000,,,,,,
,,320000,,,,,,
,,1660000,,,,,,
,,1285000,,,,,,
,,480000,,,,,,
,,710000,,,,,,
,,600000,,,,,,
,,800000,,,,,,
,,450000,,,,,,
,,605000,,,,,,
,,1250000,,,,,,
,,7000000,,,,,,
,,2925000,,,,,,
,,1375000,,,,,,
,,2350000,,,,,,
,,990000,,,,,,
,,1650000,,,,,,
,,2575000,,,,,,
,,680000,,,,,,
,,1650000,,,,,,
,,650000,,,,,,
,,1550000,,,,,,
,,465000,,,,,,
,,450000,,,,,,
,,1125000,,,,,,
,,770000,,,,,,
,,460000,,,,,,
,,1800000,,,,,,
,,1275000,,,,,,
,,1150000,,,,,,
,,2400000,,,,,,
,,1750000,,,,,,
,,2350000,,,,,,
,,1800000,,,,,,
,,970000,,,,,,
,,1650000,,,,,,
,,1175000,,,,,,
,,1895000,,,,,,
,,610000,,,,,,
,,3400000,,,,,,
,,1525000,,,,,,
,,910000,,,,,,
,,3950000,,,,,,
,,1950000,,,,,,
,,960000,,,,,,
,,450000,,,,,,
,,1000000,,,,,,
,,2750000,,,,,,
,,1365000,,,,,,
,,1260000,,,,,,
,,1180000,,,,,,
,,615000,,,,,,
,,2350000,,,,,,
,,3360000,,,,,,
,,430000,,,,,,
,,1020000,,,,,,
,,3650000,,,,,,
,,1150000,,,,,,
,,600000,,,,,,
,,1875000,,,,,,
,,2350000,,,,,,
,,1480000,,,,,,
,,1200000,,,,,,
,,1150000,,,,,,
,,800000,,,,,,
,,925000,,,,,,
,,3300000,,,,,,
,,950000,,,,,,
,,4000000,,,,,,
,,1650000,,,,,,
,,650000,,,,,,
,,1400000,,,,,,
,,2100000,,,,,,
,,1130000,,,,,,
,,625000,,,,,,
,,900000,,,,,,
,,5325000,,,,,,
,,450000,,,,,,
,,3100000,,,,,,
,,1600000,,,,,,
,,506000,,,,,,
,,1450000,,,,,,
,,586000,,,,,,
,,1050000,,,,,,
,,1975000,,,,,,
,,3475000,,,,,,
,,11000000,,,,,,
,,1400000,,,,,,
,,530000,,,,,,
,,575000,,,,,,
,,450000,,,,,,
,,550000,,,,,,
,,4700000,,,,,,
,,820000,,,,,,
,,1980000,,,,,,
,,230000,,,,,,
,,2085000,,,,,,
,,940000,,,,,,
,,750000,,,,,,
,,770000,,,,,,
,,740000,,,,,,
,,650000,,,,,,
,,2130000,,,,,,
,,1750000,,,,,,
,,930000,,,,,,
,,500000,,,,,,
,,650000,,,,,,
,,785000,,,,,,
,,3450000,,,,,,
,,675000,,,,,,
,,1200000,,,,,,
,,1400000,,,,,,
,,720000,,,,,,
,,675000,,,,,,
,,1950000,,,,,,
,,1485000,,,,,,
,,875000,,,,,,
,,1030000,,,,,,
,,1500000,,,,,,
,,930000,,,,,,
,,585000,,,,,,
,,715000,,,,,,
,,2270000,,,,,,
,,1620000,,,,,,
,,740000,,,,,,
,,310000,,,,,,
,,1200000,,,,,,
,,1650000,,,,,,
,,680000,,,,,,
,,1525000,,,,,,
,,1300000,,,,,,
,,2375000,,,,,,
,,3300000,,,,,,
,,3350000,,,,,,
,,5700000,,,,,,
,,1650000,,,,,,
,,785000,,,,,,
,,625000,,,,,,
,,2350000,,,,,,
,,1250000,,,,,,
,,1650000,,,,,,
,,550000,,,,,,
,,1580000,,,,,,
,,3200000,,,,,,
,,4700000,,,,,,
,,3175000,,,,,,
,,1675000,,,,,,
,,660000,,,,,,
,,1500000,,,,,,
,,1080000,,,,,,
,,2775000,,,,,,
,,900000,,,,,,
,,1250000,,,,,,
,,1380000,,,,,,
,,1730000,,,,,,
,,2650000,,,,,,
,,1850000,,,,,,
,,515000,,,,,,
,,820000,,,,,,
,,2950000,,,,,,
,,590000,,,,,,
,,560000,,,,,,
,,750000,,,,,,
,,1525000,,,,,,
,,1525000,,,,,,
,,570000,,,,,,
,,850000,,,,,,
,,1055000,,,,,,
,,1700000,,,,,,
,,1595000,,,,,,
,,1500000,,,,,,
,,795000,,,,,,
,,705000,,,,,,
,,950000,,,,,,
,,1145000,,,,,,
,,845000,,,,,,
,,970000,,,,,,
,,3300000,,,,,,
,,4350000,,,,,,
,,2325000,,,,,,
,,650000,,,,,,
,,765000,,,,,,
,,995000,,,,,,
,,970000,,,,,,
,,545000,,,,,,
,,1335000,,,,,,
,,2100000,,,,,,
,,550000,,,,,,
,,2500000,,,,,,
,,2825000,,,,,,
,,11000000,,,,,,
,,775000,,,,,,
,,825000,,,,,,
,,1400000,,,,,,
,,1370000,,,,,,
,,1470000,,,,,,
,,920000,,,,,,
,,1250000,,,,,,
,,1690000,,,,,,
,,1650000,,,,,,
,,875000,,,,,,
,,985000,,,,,,
,,2840000,,,,,,
,,3100000,,,,,,
,,900000,,,,,,
,,1020000,,,,,,
,,280000,,,,,,
,,1095000,,,,,,
,,1050000,,,,,,
,,1020000,,,,,,
,,750000,,,,,,
,,3300000,,,,,,
,,2875000,,,,,,
,,1640000,,,,,,
,,2400000,,,,,,
,,1920000,,,,,,
,,750000,,,,,,
,,620000,,,,,,
,,14000000,,,,,,
,,1625000,,,,,,
,,2650000,,,,,,
,,1280000,,,,,,
,,1300000,,,,,,
,,735000,,,,,,
,,850000,,,,,,
,,1050000,,,,,,
,,3500000,,,,,,
,,480000,,,,,,
,,625000,,,,,,
,,1150000,,,,,,
,,545000,,,,,,
,,2000000,,,,,,
,,700000,,,,,,
,,150000,,,,,,
,,1750000,,,,,,
,,4500000,,,,,,
,,650000,,,,,,
,,200000,,,,,,
,,1085000,,,,,,
,,1325000,,,,,,
,,3650000,,,,,,
,,1170000,,,,,,
,,1300000,,,,,,
,,1675000,,,,,,
,,1150000,,,,,,
,,780000,,,,,,
,,2070000,,,,,,
,,1225000,,,,,,
,,610000,,,,,,
,,990000,,,,,,
,,1465000,,,,,,
,,615000,,,,,,
,,1620000,,,,,,
,,890000,,,,,,
,,2050000,,,,,,
,,1800000,,,,,,
,,1350000,,,,,,
,,670000,,,,,,
,,1850000,,,,,,
,,3400000,,,,,,
,,3500000,,,,,,
,,590000,,,,,,
,,1260000,,,,,,
,,980000,,,,,,
,,1065000,,,,,,
,,880000,,,,,,
,,1060000,,,,,,
,,2230000,,,,,,
,,1690000,,,,,,
,,1890000,,,,,,
,,1450000,,,,,,
,,580000,,,,,,
,,10500000,,,,,,
,,2400000,,,,,,
,,2150000,,,,,,
,,2980000,,,,,,
,,550000,,,,,,
,,2700000,,,,,,
,,3150000,,,,,,
,,1550000,,,,,,
,,1680000,,,,,,
,,1250000,,,,,,
,,2000000,,,,,,
,,1155000,,,,,,
,,560000,,,,,,
,,1050000,,,,,,
,,1460000,,,,,,
,,940000,,,,,,
,,1640000,,,,,,
,,350000,,,,,,
,,250000,,,,,,
,,1065000,,,,,,
,,825000,,,,,,
,,2625000,,,,,,
,,2400000,,,,,,
,,1250000,,,,,,
,,825000,,,,,,
,,1775000,,,,,,
,,620000,,,,,,
,,3180000,,,,,,
,,2780000,,,,,,
,,1040000,,,,,,
,,2355000,,,,,,
,,875000,,,,,,
,,5600000,,,,,,
,,2180000,,,,,,
,,1950000,,,,,,
,,1150000,,,,,,
,,1700000,,,,,,
,,775000,,,,,,
,,3200000,,,,,,
,,3800000,,,,,,
,,580000,,,,,,
,,1350000,,,,,,
,,1250000,,,,,,
,,3250000,,,,,,
,,1520000,,,,,,
,,2200000,,,,,,
,,1150000,,,,,,
,,1000000,,,,,,
,,1260000,,,,,,
,,1600000,,,,,,
,,2125000,,,,,,
,,48500000,,,,,,
,,720000,,,,,,
,,720000,,,,,,
,,3540000,,,,,,
,,1850000,,,,,,
,,2750000,,,,,,
,,1660000,,,,,,
,,1435000,,,,,,
,,580000,,,,,,
,,1625000,,,,,,
,,580000,,,,,,
,,595000,,,,,,
,,1900000,,,,,,
,,650000,,,,,,
